mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_l2_regularization,param_learning_rate,param_max_iter,param_max_leaf_nodes,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
6.1053760051727295,0.13069657473483134,0.16271869341532388,0.004613329808554487,0.0007425534359037013,0.11883357504897696,285,30,"OrderedDict([('l2_regularization', 0.0007425534359037013), ('learning_rate', 0.11883357504897696), ('max_iter', 285), ('max_leaf_nodes', 30)])",0.8412158575550419,0.840829146420199,0.825250945233443,0.8357653164028948,0.00743645915707199,9
3.8452014923095703,0.4365097493772474,0.1039263407389323,0.005071190043256033,0.7273082081096716,0.2017268796559709,147,62,"OrderedDict([('l2_regularization', 0.7273082081096716), ('learning_rate', 0.2017268796559709), ('max_iter', 147), ('max_leaf_nodes', 62)])",0.7926408497500435,0.7944869186652314,0.7980220809366653,0.79504994978398,0.0022326613866978486,19
3.7658114433288574,0.09551624870151537,0.10016703605651855,0.0012964842374995167,0.0012996535162010368,0.22754356809600707,103,36,"OrderedDict([('l2_regularization', 0.0012996535162010368), ('learning_rate', 0.22754356809600707), ('max_iter', 103), ('max_leaf_nodes', 36)])",0.8106238022177992,0.8144852121819314,0.8059691474701953,0.8103593872899753,0.0034816926902644235,15
16.956649780273438,0.35571256360491554,0.5247280597686768,0.009503817063022394,0.4861518228524981,0.01794217698903441,212,54,"OrderedDict([('l2_regularization', 0.4861518228524981), ('learning_rate', 0.01794217698903441), ('max_iter', 212), ('max_leaf_nodes', 54)])",0.8317609963975116,0.8369854304073305,0.8238103364418911,0.8308522544155778,0.0054169569712054335,12
12.21675674120585,0.9713472646270408,0.3661823272705078,0.007850311351460545,0.395252013727049,0.04436313425678925,196,50,"OrderedDict([('l2_regularization', 0.395252013727049), ('learning_rate', 0.04436313425678925), ('max_iter', 196), ('max_leaf_nodes', 50)])",0.8404025255952834,0.8469764182881535,0.8430025759321293,0.8434605066051888,0.0027032439352673134,7
2.639679749806722,0.09834163500105514,0.07045753796895345,7.934846679650983e-05,0.1374662627789092,0.24409731675583402,116,24,"OrderedDict([('l2_regularization', 0.1374662627789092), ('learning_rate', 0.24409731675583402), ('max_iter', 116), ('max_leaf_nodes', 24)])",0.812781088075771,0.8125896002032051,0.803934304774873,0.8097683310179496,0.004126020161125044,16
4.409164508183797,0.44841603017167414,0.12482770284016927,0.013986186335878517,0.020871588778809444,0.1397356450670215,159,58,"OrderedDict([('l2_regularization', 0.020871588778809444), ('learning_rate', 0.1397356450670215), ('max_iter', 159), ('max_leaf_nodes', 58)])",0.8065752295691876,0.8180013934969618,0.7894026384457722,0.8046597538373073,0.011753693974776682,17
3.5619659423828125,0.06149125589568723,0.09159278869628906,0.007429962127127544,0.006365338060906856,0.22854155758290642,189,56,"OrderedDict([('l2_regularization', 0.006365338060906856), ('learning_rate', 0.22854155758290642), ('max_iter', 189), ('max_leaf_nodes', 56)])",0.7901049133350267,0.7926032992534726,0.7864605999695699,0.7897229375193565,0.0025222500227551656,20
7.620413064956665,0.8504364474845568,0.22322861353556314,0.020170250245484255,4.8791694844275515,0.10836844143838541,272,35,"OrderedDict([('l2_regularization', 4.8791694844275515), ('learning_rate', 0.10836844143838541), ('max_iter', 272), ('max_leaf_nodes', 35)])",0.8388383803035654,0.8530401353862512,0.8416359757354162,0.8445048304750776,0.006142486331288914,6
4.559263865152995,0.1516276374855662,0.13344248135884604,0.008999248502705308,1.0602594470835007e-06,0.16144853360713746,243,27,"OrderedDict([('l2_regularization', 1.0602594470835007e-06), ('learning_rate', 0.16144853360713746), ('max_iter', 243), ('max_leaf_nodes', 27)])",0.8401481258960021,0.8349020659457496,0.8291200594588201,0.8347234171001906,0.004503961137579511,10
