component,explained_variance_ratio,explained_variance_percent,cumulative_variance_ratio,cumulative_variance_percent
PC1,0.28173931278817277,28.173931278817278,0.28173931278817277,28.173931278817278
PC2,0.17508269905476767,17.508269905476766,0.45682201184294047,45.682201184294044
