iter	Passed	Remaining
170	4015	19469
171	4039	19444
172	4065	19432
173	4086	19400
174	4110	19376
175	4141	19389
176	4160	19343
177	4179	19302
178	4204	19284
179	4222	19237
180	4241	19193
181	4264	19166
182	4288	19146
183	4303	19085
184	4328	19068
185	4350	19037
186	4375	19023
187	4399	19000
188	4426	18992
189	4451	18976
190	4479	18974
191	4505	18962
192	4534	18960
193	4556	18929
194	4589	18948
195	4617	18942
196	4638	18906
197	4660	18878
198	4680	18838
199	4698	18792
200	4715	18742
201	4729	18682
202	4749	18648
203	4772	18622
204	4795	18597
205	4821	18584
206	4841	18548
207	4860	18506
208	4875	18453
209	4894	18413
210	4911	18366
211	4930	18325
212	4950	18289
213	4968	18248
214	4995	18240
215	5017	18213
216	5038	18181
217	5063	18162
218	5083	18129
219	5107	18106
220	5120	18050
221	5143	18026
222	5168	18008
223	5185	17965
224	5210	17945
225	5235	17929
226	5261	17916
227	5276	17867
228	5298	17838
229	5320	17810
230	5341	17780
231	5358	17739
232	5379	17708
233	5396	17664
234	5411	17617
235	5434	17594
236	5456	17565
237	5476	17534
238	5504	17525
239	5521	17485
240	5540	17449
241	5568	17442
242	5587	17407
243	5607	17373
244	5631	17354
245	5655	17333
246	5674	17298
247	5690	17254
248	5703	17200
249	5720	17162
250	5736	17118
251	5752	17074
252	5770	17037
253	5786	16996
254	5798	16939
255	5811	16890
256	5824	16839
257	5837	16787
258	5850	16739
259	5865	16694
260	5877	16641
261	5889	16590
262	5904	16545
263	5918	16501
264	5930	16448
265	5941	16395
266	5954	16346
267	5963	16288
268	5977	16242
269	5989	16194
270	6001	16144
271	6015	16099
272	6028	16055
273	6040	16005
274	6054	15961
275	6068	15918
276	6080	15871
277	6092	15823
278	6105	15777
279	6116	15728
280	6129	15683
281	6139	15632
282	6152	15586
283	6165	15544
284	6180	15504
285	6190	15453
286	6204	15413
287	6217	15369
288	6230	15327
289	6240	15277
290	6253	15235
291	6264	15188
292	6276	15145
293	6287	15097
294	6299	15053
295	6312	15012
296	6329	14981
297	6341	14937
298	6351	14890
299	6362	14845
300	6371	14796
301	6382	14752
302	6392	14703
303	6404	14662
304	6413	14613
305	6424	14570
306	6435	14526
307	6447	14486
308	6458	14442
309	6469	14400
310	6479	14354
311	6489	14310
312	6498	14263
313	6512	14226
314	6528	14197
315	6538	14152
316	6547	14107
317	6556	14061
318	6569	14023
319	6578	13978
320	6587	13933
321	6596	13888
322	6605	13844
323	6615	13801
324	6624	13758
325	6633	13715
326	6641	13668
327	6653	13630
328	6662	13588
329	6670	13542
330	6679	13501
331	6694	13469
332	6703	13427
333	6712	13385
334	6723	13347
335	6734	13308
336	6744	13267
337	6753	13227
338	6763	13187
339	6773	13149
340	6788	13118
341	6797	13078
342	6807	13040
343	6816	12998
344	6825	12959
345	6835	12920
346	6844	12880
347	6857	12848
348	6864	12804
349	6873	12765
350	6883	127263351	6891	126863352	6913	126703353	6936	126573354	6954	126353355	6976	126193356	6991	125923357	7007	12566358	7136	12742
359	7151	12714
360	7170	12691
361	7188	12668
362	7206	12645
363	7223	12621
364	7237	12591
365	7254	12565
3366	7157	123443367	7175	123233368	7192	122983369	7211	122783370	7226	122513371	7240	122233372	7260	122043373	7277	121813374	7295	121593375	7309	121313376	7323	121013377	7338	120753378	7352	120473379	7367	120203380	7375	119833381	7387	119513382	7402	119253383	7413	118933384	7426	118633385	7439	118333386	7452	118043387	7462	117703388	7479	117473389	7501	11732
390	7520	11713
391	7539	11693
392	7561	11679
393	7586	11667
394	7601	11643
395	7626	11632
396	7650	11620
397	7671	11603
398	7687	11580
399	7705	11558
400	7729	11545
401	7750	11529
402	7781	11527
403	7814	11527
404	7839	11518
405	7873	11518
406	7889	11494
407	7914	11483
408	7938	11470
409	7952	11443
410	7972	11425
411	7988	11400
412	8008	11382
413	8019	11350
414	8043	11337
415	8059	11313
416	8080	11296
417	8099	11276
418	8124	11265
419	8150	11255
420	8170	11236
421	8188	11215
422	8207	11195
423	8232	11183
424	8249	11160
425	8266	11138
426	8291	11125
427	8318	11117
428	8334	11092
429	8353	11073
430	8368	11047
431	8385	11025
432	8400	11000
433	8421	10983
434	8445	10969
435	8467	10952
436	8486	10933
437	8516	10927
438	8537	10910
439	8557	10891
440	8578	10874
441	8604	10862
442	8623	10842
443	8636	10814
444	8655	10795
445	8677	10778
446	8704	10768
447	8723	10748
448	8740	10726
449	8767	10715
450	8787	10697
451	8804	10674
452	8820	10650
453	8843	10635
454	8858	10611
455	8879	10592
456	8897	10572
457	8918	10554
458	8937	10534
459	8958	10516
460	8978	10497
461	9004	10485
462	9026	10469
463	9050	10454
464	9070	10435
465	9087	10413
466	9105	10392
467	9124	10372
468	9137	10345
469	9159	10328
470	9188	10319
471	9218	10312
472	9242	10297
473	9271	10288
474	9286	10264
475	9311	10250
476	9328	10228
477	9347	10208
478	9360	10180
479	9384	10166
480	9403	10146
481	9422	10125
482	9441	10105
483	9463	10089
484	9489	10076
485	9512	10060
486	9527	10035
487	9549	10019
488	9584	10015
489	9607	9999
490	9625	9978
491	9644	9958
492	9655	9930
493	9670	9904
494	9685	9881
495	9706	9863
496	9728	9846
497	9752	9830
498	9774	9813
499	9795	9795
500	9820	9781
501	9849	9770
502	9868	9750
503	9888	9731
504	9916	9720
505	9948	9712
506	9975	9700
507	9999	9684
508	10024	9670
509	10047	9653
510	10071	9637
511	10096	9622
512	10122	9609
513	10150	9597
514	10172	9580
515	10194	9562
516	10210	9538
517	10230	9519
518	10256	9505
519	10283	9492
520	10301	9470
521	10322	9451
522	10339	9430
523	10353	9405
524	10373	9385
525	10396	9368
526	10413	9346
527	10435	9328
528	10457	9310
529	10474	9289
530	10499	9273
531	10519	9253
532	10540	9235
533	10562	9217
534	10578	9194
535	10598	9175
536	10620	9156
537	10646	9142
538	10683	9137
539	10711	9124
540	10734	9107
541	10754	9087
542	10775	9068
543	10790	9045
544	10806	9021
545	10821	8997
546	10850	8986
547	10866	8963
548	10885	8942
549	10897	8916
550	10918	8897
551	10944	8882
552	10960	8859
553	10979	8839
554	11002	8821
555	11023	8803
556	11037	8778
557	11060	8761
558	11086	8746
559	11109	8729
560	11136	8714
561	11164	8700
562	11179	8677
563	11203	8660
564	11225	8642
565	11246	8623
566	11275	8610
567	11303	8596
568	11345	8594
569	11383	8587
570	11408	8571
571	11431	8553
572	11451	8533
573	11473	8515
574	11502	8502
575	11519	8479
576	11538	8458
577	11559	8439
578	11578	8418
579	11597	8398
580	11618	8378
581	11644	8362
582	11666	8344
583	11684	8323
584	11700	8300
585	11719	8279
586	11736	8257
587	11758	8238
588	11781	8221
589	11804	8202
590	11824	8182
591	11834	8156
592	11860	8140
593	11878	8119
594	11898	8098
595	11912	8074
596	11927	8051
597	11943	8029
598	11964	8009
599	11993	7995
600	12019	7979
601	12045	7963
602	12066	7944
603	12082	7921
604	12103	7902
605	12122	7881
606	12139	7859
607	12158	7838
608	12173	7815
609	12189	7793
610	12207	7772
611	12231	7754
612	12251	7734
613	12271	7714
614	12288	7693
615	12308	7672
616	12324	7650
617	12344	7630
618	12361	7608
619	12375	7585
620	12388	7560
621	12402	7537
622	12420	7516
623	12434	7492
624	12447	7468
625	12461	7444
626	12477	7422
627	12492	7400
628	12504	7375
629	12513	7349
630	12523	7323
631	12531	7297
632	12541	7271
633	12551	7245
634	12560	7219
635	12570	7194
636	12577	7167
637	12586	7141
638	12592	7113
639	12599	7087
640	12606	7060
641	12612	7033
642	12622	7007
643	1263644	128644	1263645	12852	7043
646	12868	7020
647	12887	7000
648	12905	6979
649	12921	6957
650	12936	6935
651	12950	6912
652	12966	6890
653	12981	6867
654	12997	6845
655	13012	6823
656	13028	6801
657	13041	6778
658	13057	6756
659	13073	6734
660	13090	6713
661	13110	6693
662	13127	6672
663	13147	6652
664	13165	6632
665	13184	6611
666	13204	6592
667	13223	6572
668	13242	6551
669	13254	6528
670	13263	6503
671	13280	6481
672	13293	6458
673	13305	6435
674	13318	6412
675	13330	6389
676	13346	6367
677	13359	6344
678	13374	6322
679	13388	6300
680	13402	6278
681	13413	6254
682	13425	6231
683	13440	6209
684	13452	6186
685	13465	6163
686	13475	6139
687	13485	6115
688	13499	6093
689	13510	6069
690	13525	6048
691	13541	6026
692	13551	6003
693	13562	5980
694	13579	5959
695	13593	5937
696	13605	5914
697	13616	5891
698	13628	5868
699	13639	5845
700	13653	5823
701	13667	5801
702	13682	5780
703	13697	5759
704	13707	5735
705	13720	5713
706	13734	5691
707	13748	5670
708	13762	5648
709	13777	5627
710	13790	5605
711	13806	5584
712	13819	5562
713	13834	5541
714	13848	5519
715	13861	5498
716	13880	5478
717	13891	5456
718	13902	5433
719	13913	5410
720	13923	5388
721	13936	5365
722	13947	5343
723	13956	5320
724	13966	5297
725	13978	5275
726	13990	5253
727	14001	5231
728	14012	5209
729	14022	5186
730	14031	5163
731	14040	5140
732	14051	5118
733	14060	5095
734	14070	5073
735	14080	5050
736	14090	5028
737	14100	5006
738	14110	4983
739	14119	4960
740	14129	4938
741	14140	4916
742	14149	4894
743	14160	4872
744	14173	4851
745	14186	4830
746	14195	4807
747	14204	4785
748	14214	4763
749	14226	4742
750	14235	4719
751	14245	4698
752	14255	4676
753	14266	4654
754	14276	4632
755	14286	4610
756	14297	4589
757	14307	4567
758	14317	4546
759	14328	4524
760	14338	4503
761	14347	4481
762	14356	4459
763	14366	4437
764	14379	4417
765	14392	4396
766	14403	4375
767	14413	4354
768	14422	4332
769	14436	4312
770	14444	4290
771	14455	4269
772	14468	4248
773	14480	4228
774	14489	4206
775	14499	4185
776	14511	4164
777	14524	4144
778	14534	4123
779	14546	4102
780	14556	4081
781	14566	4060
782	14575	4039
783	14585	4018
784	14598	3998
785	14610	3978
786	14619	3956
787	14630	3936
788	14643	3916
789	14657	3896
790	14671	3876
791	14683	3856
792	14697	3836
793	14716	3818
794	14734	3799
795	14745	3779
796	14759	3759
797	14768	3738
798	14779	3717
799	14789	3697
800	14799	3676
801	14810	3656
802	14819	3635
803	14827	3614
804	14839	3594
805	14848	3573
806	14861	3554
807	14871	3533
808	14884	3514
809	14898	3494
810	14908	3474
811	14918	3454
812	14931	3434
813	14942	3414
814	14955	3394
815	14969	3375
816	14984	3356
817	14994	3336
818	15005	3316
819	15014	3295
820	15023	3275
821	15035	3255
822	15049	3236
823	15058	3216
824	15070	3196
825	15079	3176
826	15091	3157
827	15102	3137
828	15114	3117
829	15124	3097
830	15135	3078
831	15146	3058
832	15155	3038
833	15167	3018
834	15178	2999
835	15189	2979
836	15198	2959
837	15209	2940
838	15216	2920
839	15229	2900
840	15239	2881
841	15251	2861
842	15261	2842
843	15270	2822
844	15277	2802
845	15287	2782
846	15299	2763
847	15308	2744
848	15316	2724
849	15327	2704
850	15338	2685
851	15350	2666
852	15362	2647
853	15369	2627
854	15379	2608
855	15387	2588
856	15395	2568
857	15404	2549
858	15414	2530
859	15424	2510
860	15436	2492
861	15443	2472
862	15453	2453
863	15461	2433
864	15470	2414
865	15480	2395
866	15490	2376
867	15500	2357
868	15510	2338
869	15519	2318
870	15527	2299
871	15536	2280
872	15544	2261
873	15554	2242
874	15566	2223
875	15577	2204
876	15586	2186
877	15596	2167
878	15605	2148
879	15614	2129
880	15627	2110
881	15638	2092
882	15646	2073
883	15659	2054
884	15666	2035
885	15676	2017
886	15686	1998
887	15694	1979
888	15702	1960
889	15712	1942
890	15720	1923
891	15728	1904
892	15736	1885
893	15745	1866
894	15757	1848
895	15768	1830
896	15777	1811
897	15790	1793
898	15801	1775
899	15810	1756
900	15817	1738
901	15827	1719
902	15835	1701
903	15849	1683
904	15867	1665
905	15887	1648
906	15914	1631
907	15932	1614
908	15940	1595
909	15950	1577
910	15960	1559
911	15968	1540
912	15980	1522
913	15990	1504
914	16000	1486
915	16007	1467
916	16014	1449
917	16024	1431
918	16032	1413
919	16039	1394
920	16048	1376
921	16055	1358
922	16061	1339
923	16068	1321
924	16075	1303
925	16082	1285
926	16088	1266
927	16095	1248
928	16101	1230
929	16107	1212
930	16114	1194
931	16120	1176
932	16127	1158
933	16133	1140
934	16140	1122
935	16146	1104
936	16151	1085
937	16159	1068
938	16164	1050
939	16169	1032
940	16175	1014
941	16182	996
942	16189	978
943	16195	960
944	16203	943
945	16210	925
946	16216	907
947	16223	889
948	16229	872
949	16236	854
950	16242	836
951	16247	819
952	16255	801
953	16261	784
954	16267	766
955	16277	749
956	16284	731
957	16289	714
958	16296	696
959	16302	679
960	16306	661
961	16311	644
962	16315	626
963	16320	609
964	16324	592
965	16328	574
966	16332	557
967	16337	540
968	16341	522
969	16345	505
970	16350	488
971	16354	471
972	16357	453
973	16361	436
974	16365	419
975	16369	402
976	16373	385
977	16376	368
978	16380	351
979	16384	334
980	16389	317
981	16392	300
982	16396	283
983	16400	266
984	16404	249
985	16407	232
986	16411	216
987	16414	199
988	16418	182
989	16422	165
990	16425	149
991	16429	132
992	16433	115
993	16436	99
994	16440	82
995	16443	66
996	16447	49
997	16451	32
998	16455	16
999	16458	0
06	0
